subject,stim,rt,choice,conf
3,LL,1050,1,HC
3,LL,901,1,HC
3,WW,2240,0,HC
3,WL,1990,0,LC
3,WL,2990,1,LC
3,LL,2660,1,HC
3,WW,2900,1,HC
3,WL,1750,1,LC
3,WL,2020,1,LC
3,LL,2050,1,HC
3,WL,781,1,LC
3,WW,3160,1,HC
3,WL,1780,1,LC
3,WL,1290,1,LC
3,WW,1340,1,HC
3,LL,1910,1,HC
3,WL,1690,0,LC
3,WL,943,1,LC
3,LL,3420,1,HC
3,WW,904,1,HC
3,LL,2870,0,HC
3,WW,950,0,HC
3,WL,884,1,LC
3,WL,1050,1,LC
3,WL,1680,1,LC
3,WL,1550,1,LC
3,WW,1300,0,HC
3,WL,2640,1,LC
3,WW,1790,0,HC
3,WL,1690,0,LC
3,LL,2540,0,HC
3,WL,2340,1,LC
3,WW,2510,0,HC
3,LL,3130,0,HC
3,WL,1530,1,LC
3,WL,1110,1,LC
3,WL,2010,0,LC
3,WW,1370,1,HC
3,WL,1970,1,LC
3,WW,2310,0,HC
3,WL,3420,0,LC
3,LL,2700,0,HC
3,LL,1730,0,HC
3,WW,1050,1,HC
3,WL,2820,1,LC
3,WL,1130,1,LC
3,WL,2030,1,LC
3,WL,1810,1,LC
3,LL,3000,1,HC
3,WW,1000,1,HC
3,LL,2030,0,HC
3,WW,1070,1,HC
3,WL,1690,1,LC
3,WL,998,1,LC
3,LL,1470,0,HC
3,WL,3330,1,LC
3,WL,1560,1,LC
3,WL,2120,0,LC
3,LL,1430,0,HC
3,WL,1590,1,LC
3,WW,2280,0,HC
3,LL,1050,0,HC
3,WL,1560,1,LC
3,WW,1570,1,HC
3,WL,1720,0,LC
3,LL,1380,0,HC
3,WL,1130,0,LC
3,WW,1920,1,HC
3,WL,937,1,LC
3,LL,1830,0,HC
3,WW,2330,0,HC
3,WL,1580,0,LC
3,WW,1410,1,HC
3,WL,3720,0,LC
3,LL,3500,1,HC
3,WL,2100,1,LC
3,WL,1310,0,LC
3,LL,2830,0,HC
3,WW,3680,1,HC
3,WL,1980,0,LC
3,WL,1320,0,LC
3,LL,947,0,HC
3,WW,3700,0,HC
3,WL,1930,0,LC
3,WL,2550,0,LC
3,WW,1550,1,HC
3,LL,1200,0,HC
3,WL,1230,1,LC
3,WW,1390,1,HC
3,LL,1120,0,HC
3,WL,1660,0,LC
3,WL,1770,1,LC
3,WL,1130,0,LC
3,LL,1360,0,HC
3,WW,1610,1,HC
3,WL,1130,1,LC
3,WL,1860,1,LC
3,LL,1590,0,HC
3,WL,2740,0,LC
3,WW,1820,1,HC
3,LL,1810,1,HC
3,WL,1810,1,LC
3,WW,860,1,HC
3,WL,1390,0,LC
3,WL,1750,0,LC
3,WL,1360,1,LC
3,WW,1900,0,HC
3,WL,1030,1,LC
3,WL,1010,0,LC
3,WW,2410,0,HC
3,LL,1680,1,HC
3,WL,2270,1,LC
3,WL,2440,0,LC
3,WW,1440,0,HC
3,WL,826,0,LC
3,LL,979,0,HC
3,WW,1200,0,HC
3,WL,1260,1,LC
3,WL,1270,1,LC
3,WL,1210,1,LC
3,LL,1780,0,HC
3,WW,2460,0,HC
3,WL,1940,0,LC
3,WL,2570,1,LC
3,WW,2320,0,HC
3,LL,671,1,HC
3,WL,2770,1,LC
3,WW,2050,0,HC
3,LL,2400,1,HC
3,WL,2690,1,LC
4,LL,2160,0,HC
4,WL,664,0,LC
4,WL,748,1,LC
4,WW,885,0,HC
4,WL,1020,1,LC
4,LL,1010,1,HC
4,WL,777,1,LC
4,WW,768,0,HC
4,WW,692,0,HC
4,LL,947,0,HC
4,WL,1070,1,LC
4,WL,1240,1,LC
4,WL,542,1,LC
4,WL,994,1,LC
4,LL,1880,1,HC
4,WW,419,0,HC
4,WW,1530,0,HC
4,WL,539,1,LC
4,LL,1870,1,HC
4,WL,567,1,LC
4,LL,1300,1,HC
4,WL,657,1,LC
4,WL,778,1,LC
4,LL,1630,1,HC
4,WL,575,1,LC
4,WL,500,1,LC
4,LL,725,1,HC
4,WL,814,1,LC
4,WW,1480,0,HC
4,WL,640,1,LC
4,WL,454,1,LC
4,WL,745,0,LC
4,WW,641,1,HC
4,LL,908,1,HC
4,WL,527,1,LC
4,LL,912,1,HC
4,WL,601,1,LC
4,WL,473,1,LC
4,WW,797,1,HC
4,WL,526,1,LC
4,LL,1590,0,HC
4,WL,498,1,LC
4,WL,1180,1,LC
4,WW,840,1,HC
4,LL,904,1,HC
4,WL,635,1,LC
4,WW,857,1,HC
4,LL,611,1,HC
4,WL,513,1,LC
4,WL,638,1,LC
4,LL,598,1,HC
4,WW,483,1,HC
4,LL,1190,1,HC
4,WL,735,1,LC
4,WW,897,0,HC
4,WL,460,1,LC
4,WL,937,1,LC
4,LL,1150,1,HC
4,WL,535,1,LC
4,WW,671,1,HC
4,LL,668,1,HC
4,WL,987,1,LC
4,WL,554,1,LC
4,LL,448,0,HC
4,WW,432,1,HC
4,WL,539,1,LC
4,WL,857,1,LC
4,WW,555,1,HC
4,LL,409,0,HC
4,WL,433,1,LC
4,WW,462,1,HC
4,WL,426,1,LC
4,WW,490,1,HC
4,LL,422,0,HC
4,LL,1290,0,HC
4,WL,1090,1,LC
4,WL,1210,1,LC
4,WL,711,1,LC
4,LL,984,0,HC
4,WW,777,0,HC
4,LL,882,0,HC
4,WL,884,1,LC
4,WL,1310,1,LC
4,WW,1400,1,HC
4,WW,439,0,HC
4,WL,735,1,LC
4,LL,1080,0,HC
4,WL,851,1,LC
4,WL,569,1,LC
4,LL,774,0,HC
4,WW,1320,1,HC
4,WL,485,1,LC
4,LL,1640,1,HC
4,WL,888,1,LC
4,WL,1170,1,LC
4,WW,932,1,HC
4,WL,814,1,LC
4,WW,876,1,HC
4,WL,1170,1,LC
4,WL,1010,1,LC
4,LL,1630,1,HC
4,WL,678,1,LC
4,WW,945,1,HC
4,WL,519,1,LC
4,WW,601,1,HC
4,LL,1400,1,HC
4,WL,878,1,LC
4,WL,1700,1,LC
4,LL,962,1,HC
4,WL,850,1,LC
4,WW,1160,1,HC
4,WW,1760,0,HC
4,WL,653,1,LC
4,WL,944,1,LC
4,WL,1200,1,LC
4,WL,1740,1,LC
4,WW,749,1,HC
4,LL,1850,1,HC
4,WL,1480,1,LC
4,LL,1890,1,HC
4,WL,1060,1,LC
4,WL,2210,1,LC
4,WW,1690,1,HC
4,LL,836,1,HC
4,WL,864,1,LC
4,WL,1270,1,LC
4,WW,1260,0,HC
4,WL,952,1,LC
4,LL,1670,1,HC
4,WL,1080,1,LC
4,WW,1310,1,HC
4,LL,672,1,HC
4,WL,1160,1,LC
4,WW,973,0,HC
4,WL,488,1,LC
4,WW,675,1,HC
4,LL,1300,1,HC
4,WL,544,1,LC
4,WL,818,1,LC
4,WL,756,1,LC
4,LL,694,1,HC
4,WW,634,0,HC
4,WL,597,1,LC
4,LL,1070,1,HC
4,WL,755,1,LC
4,WL,822,1,LC
4,WW,1000,1,HC
4,WL,1070,1,LC
4,WL,785,1,LC
4,LL,1010,1,HC
4,WL,1690,1,LC
4,WW,722,1,HC
4,LL,827,1,HC
4,WL,887,1,LC
4,WL,1070,1,LC
4,WW,491,1,HC
4,LL,471,1,HC
4,WL,621,1,LC
4,LL,792,1,HC
4,WW,685,1,HC
4,WL,865,1,LC
4,WL,425,1,LC
4,WW,1030,1,HC
4,WL,816,1,LC
4,LL,606,1,HC
4,WL,590,1,LC
4,LL,1360,0,HC
4,WL,538,1,LC
4,WW,547,1,HC
4,WL,681,1,LC
4,LL,708,1,HC
4,WL,763,1,LC
4,WW,713,1,HC
4,WL,1470,1,LC
4,WL,587,1,LC
4,WW,523,0,HC
4,WL,609,1,LC
4,WL,623,1,LC
4,LL,717,1,HC
4,WW,802,1,HC
4,WL,708,0,LC
4,WL,570,1,LC
4,WL,558,1,LC
4,LL,554,1,HC
4,WW,549,1,HC
4,WL,741,0,LC
4,LL,647,1,HC
4,WW,584,0,HC
4,WL,479,1,LC
4,WL,407,1,LC
4,WW,609,1,HC
4,WL,642,1,LC
4,LL,548,1,HC
4,WL,552,1,LC
4,WW,1130,1,HC
4,WL,709,1,LC
4,WL,1080,1,LC
4,LL,526,1,HC
4,WL,435,1,LC
4,WW,639,0,HC
4,WL,500,1,LC
4,WL,601,1,LC
4,WW,569,1,HC
4,LL,623,1,HC
4,WW,822,1,HC
4,WL,551,1,LC
4,WL,744,1,LC
4,LL,579,1,HC
4,WW,569,1,HC
4,WL,483,1,LC
4,LL,510,0,HC
4,WL,828,1,LC
4,WL,1120,1,LC
4,WW,682,1,HC
4,WL,890,0,LC
4,WL,861,0,LC
4,WW,636,1,HC
4,LL,937,1,HC
4,WL,752,1,LC
4,WL,402,1,LC
4,WW,657,1,HC
4,WL,750,1,LC
4,LL,550,1,HC
4,WL,853,0,LC
4,WL,533,1,LC
4,LL,1130,1,HC
4,WW,639,1,HC
4,LL,996,0,HC
4,WL,664,0,LC
4,WL,501,1,LC
4,WW,430,1,HC
4,WL,550,1,LC
4,WW,632,1,HC
4,WL,796,0,LC
4,LL,423,0,HC
4,WL,745,0,LC
4,LL,790,0,HC
4,WW,480,1,HC
4,WL,793,1,LC
4,LL,778,1,HC
4,WL,595,1,LC
4,WW,464,1,HC
4,WL,664,1,LC
4,WL,502,1,LC
4,LL,653,0,HC
4,WW,669,1,HC
4,WL,515,1,LC
4,WW,788,1,HC
4,WL,561,1,LC
4,LL,1470,1,HC
4,WW,630,1,HC
4,WL,893,1,LC
4,WL,849,1,LC
4,LL,658,1,HC
4,WL,629,0,LC
4,WW,868,1,HC
4,WL,1630,1,LC
4,LL,1020,0,HC
4,LL,690,1,HC
4,WW,595,0,HC
4,WL,549,1,LC
4,LL,418,0,HC
4,WL,470,0,LC
4,WW,717,1,HC
4,WL,465,1,LC
4,WL,554,1,LC
4,LL,438,0,HC
4,WW,701,1,HC
4,WW,1140,0,HC
4,WL,598,1,LC
4,WL,571,0,LC
4,LL,478,1,HC
4,WL,815,1,LC
4,WL,621,0,LC
4,WW,499,0,HC
4,LL,813,1,HC
4,LL,812,1,HC
4,WL,609,0,LC
4,WL,808,1,LC
4,WW,430,1,HC
4,WL,803,1,LC
4,WL,606,0,LC
4,LL,499,1,HC
5,LL,1750,1,HC
5,WW,886,0,HC
5,WL,890,0,LC
5,WL,517,1,LC
5,WW,514,0,HC
5,LL,1480,1,HC
5,WL,1860,0,LC
5,WL,1620,1,LC
5,WL,1210,1,LC
5,WL,695,0,LC
5,LL,2290,0,HC
5,WW,874,1,HC
5,WL,732,1,LC
5,WL,827,1,LC
5,WW,436,0,HC
5,LL,766,1,HC
5,WW,2180,1,HC
5,LL,1870,0,HC
5,WL,903,1,LC
5,WL,1620,1,LC
5,WW,1650,0,HC
5,LL,1210,0,HC
5,WL,625,1,LC
5,WL,478,1,LC
5,WL,541,1,LC
5,LL,921,0,HC
5,WL,541,1,LC
5,WW,459,0,HC
5,WL,635,1,LC
5,WL,790,1,LC
5,LL,945,0,HC
5,WW,1220,0,HC
5,WL,503,1,LC
5,WL,1320,1,LC
5,WW,610,1,HC
5,LL,893,1,HC
5,WL,731,1,LC
5,WL,953,1,LC
5,LL,1030,0,HC
5,WL,614,1,LC
5,WL,740,1,LC
5,WL,1020,1,LC
5,LL,550,1,HC
5,WW,890,1,HC
5,WL,842,1,LC
5,WL,925,1,LC
5,WL,567,0,LC
5,LL,955,1,HC
5,WL,1480,1,LC
5,WL,1090,1,LC
5,LL,845,1,HC
5,WW,567,0,HC
5,WL,850,1,LC
5,LL,807,1,HC
5,WW,549,0,HC
5,WL,722,1,LC
5,WL,497,1,LC
5,WW,1080,1,HC
5,LL,553,0,HC
5,WL,862,1,LC
5,LL,748,1,HC
5,WL,948,1,LC
5,WW,783,0,HC
5,WL,931,1,LC
5,WL,501,1,LC
5,WW,1190,1,HC
5,WL,794,1,LC
5,LL,636,1,HC
5,WW,1360,1,HC
5,WL,1300,1,LC
5,LL,613,1,HC
5,LL,556,1,HC
5,WW,680,1,HC
5,WL,1290,1,LC
5,WL,615,1,LC
5,WL,1040,0,LC
5,WL,788,1,LC
5,WW,483,1,HC
5,LL,1050,0,HC
5,LL,526,0,HC
5,WL,1920,1,LC
5,WL,659,1,LC
5,WW,422,0,HC
5,WW,459,0,HC
5,WL,1320,1,LC
5,WL,860,1,LC
5,LL,690,1,HC
5,LL,1120,0,HC
5,WL,475,0,LC
5,WL,1900,0,LC
5,WW,2290,0,HC
5,LL,1340,0,HC
5,WL,901,1,LC
5,WL,692,1,LC
5,WW,655,0,HC
5,WL,772,1,LC
5,WW,676,1,HC
5,WL,721,1,LC
5,LL,948,0,HC
5,LL,731,0,HC
5,WL,840,1,LC
5,WL,967,1,LC
5,WW,480,0,HC
5,WL,809,1,LC
5,LL,644,0,HC
5,LL,1540,1,HC
5,WL,546,1,LC
5,WW,752,0,HC
5,WL,464,1,LC
5,WL,772,1,LC
5,LL,804,0,HC
5,WW,723,0,HC
5,WL,429,1,LC
5,LL,654,1,HC
5,WL,996,1,LC
5,WL,2050,1,LC
5,WW,801,1,HC
5,WW,728,1,HC
5,LL,1620,1,HC
5,WL,919,1,LC
5,WL,732,0,LC
5,WL,1390,0,LC
5,WW,855,0,HC
5,WL,792,0,LC
5,LL,497,0,HC
5,WL,841,0,LC
5,WL,1650,0,LC
5,WW,1310,0,HC
5,WL,739,0,LC
5,LL,639,1,HC
5,WL,1380,0,LC
5,LL,1130,0,HC
5,WL,1610,0,LC
5,WL,674,1,LC
5,LL,1840,0,HC
5,WW,598,1,HC
5,WL,785,1,LC
5,WL,1250,1,LC
5,LL,501,0,HC
5,WL,888,1,LC
5,WW,452,1,HC
5,WL,509,1,LC
5,WL,734,1,LC
5,LL,1320,0,HC
5,WL,644,1,LC
5,WL,683,1,LC
5,WW,504,1,HC
5,LL,1140,0,HC
5,WL,1250,1,LC
5,WW,848,1,HC
5,WL,1170,1,LC
5,WL,1010,1,LC
5,LL,1590,0,HC
5,WL,911,1,LC
5,WW,869,1,HC
5,LL,1800,0,HC
5,WL,1730,1,LC
5,WL,1710,1,LC
5,WL,1480,1,LC
5,WW,1580,0,HC
5,LL,2000,0,HC
5,WL,1160,1,LC
5,LL,1730,0,HC
5,WW,1150,1,HC
5,WL,1350,1,LC
5,WW,857,0,HC
5,WL,887,1,LC
5,LL,1090,1,HC
5,WL,1070,1,LC
5,WW,1300,0,HC
5,LL,930,1,HC
5,WL,1700,1,LC
5,WW,1060,1,HC
5,LL,1110,1,HC
5,WL,1340,1,LC
5,WL,1660,1,LC
5,WW,1690,0,HC
5,WL,862,1,LC
5,LL,1020,1,HC
5,WL,646,0,LC
5,WL,1200,1,LC
5,LL,1320,1,HC
5,WL,1190,1,LC
5,LL,1900,1,HC
5,WL,1640,0,LC
5,WL,1390,1,LC
5,WW,1270,0,HC
5,WW,1160,0,HC
5,WL,1120,1,LC
5,WL,1420,1,LC
5,LL,1460,1,HC
5,LL,1220,1,HC
5,WL,858,0,LC
5,WL,1410,1,LC
5,LL,1510,0,HC
5,WL,841,1,LC
5,WW,1190,1,HC
5,WL,1050,0,LC
5,WL,1870,0,LC
5,WL,1580,1,LC
5,WW,709,1,HC
5,LL,735,0,HC
5,WL,940,0,LC
5,LL,971,0,HC
5,WL,1090,1,LC
5,WW,1550,1,HC
5,WW,952,1,HC
5,WL,589,1,LC
5,WL,645,0,LC
5,LL,609,0,HC
5,WL,1210,1,LC
5,WL,1220,1,LC
5,WW,1370,1,HC
5,LL,2070,1,HC
5,WW,2350,1,HC
5,WL,795,1,LC
5,WL,1110,0,LC
5,LL,1100,0,HC
5,WL,1370,1,LC
5,WL,2070,1,LC
5,WW,2290,1,HC
5,LL,1370,1,HC
5,WW,1500,1,HC
5,WL,2200,1,LC
5,WL,993,1,LC
5,LL,1570,1,HC
5,WL,1070,1,LC
5,LL,1060,1,HC
5,WL,1150,1,LC
5,WW,967,1,HC
5,WL,1530,1,LC
5,WW,1240,0,HC
5,LL,1270,1,HC
5,WL,703,0,LC
5,WL,1030,1,LC
5,WW,837,0,HC
5,LL,1450,1,HC
5,WL,1530,1,LC
5,WW,1560,1,HC
5,LL,1590,1,HC
5,WL,1460,1,LC
5,WW,1950,1,HC
5,WL,680,1,LC
5,LL,1100,0,HC
5,WL,827,1,LC
5,WL,883,1,LC
5,WW,1460,1,HC
5,WL,1770,1,LC
5,LL,1260,0,HC
5,WL,1240,1,LC
5,WL,870,1,LC
5,WW,968,1,HC
5,LL,787,0,HC
5,WW,1590,1,HC
5,WL,841,1,LC
5,WL,1220,1,LC
5,WL,686,0,LC
5,WW,1120,0,HC
5,WL,684,1,LC
5,LL,689,1,HC
5,WL,1220,0,LC
5,LL,582,1,HC
5,WW,448,1,HC
5,WL,1350,1,LC
5,LL,812,1,HC
5,WW,550,0,HC
5,WL,532,1,LC
5,WL,931,0,LC
5,WW,1060,0,HC
5,LL,698,1,HC
5,WL,848,1,LC
5,WL,542,0,LC
5,LL,2180,1,HC
5,WW,931,1,HC
5,WL,758,1,LC
5,WL,1070,1,LC
5,WW,1380,1,HC
5,WL,1180,1,LC
5,LL,1990,1,HC
5,WL,1250,1,LC
5,WL,1220,1,LC
5,WW,961,1,HC
5,LL,1850,1,HC
5,WW,621,0,HC
5,WL,1110,1,LC
5,LL,1420,0,HC
5,WL,1660,1,LC
5,WL,957,1,LC
5,WL,1320,1,LC
5,LL,1510,1,HC
5,WW,697,1,HC
5,LL,1060,1,HC
5,WL,1150,1,LC
5,WW,2400,1,HC
5,WL,879,1,LC
5,WW,526,1,HC
5,LL,1030,1,HC
5,WL,1040,1,LC
5,WL,1550,1,LC
5,WL,1080,1,LC
5,LL,2520,1,HC
5,WW,785,1,HC
5,WL,1000,1,LC
6,WW,847,1,HC
6,LL,1900,0,HC
6,WL,1030,0,LC
6,WL,1430,1,LC
6,WL,2000,1,LC
6,WL,621,0,LC
6,LL,518,0,HC
6,WW,807,1,HC
6,LL,702,0,HC
6,WL,518,0,LC
6,WL,688,1,LC
6,WW,580,1,HC
6,WL,547,1,LC
6,WW,584,1,HC
6,LL,553,0,HC
6,WL,475,0,LC
6,WL,1170,0,LC
6,WW,1140,1,HC
6,LL,1010,1,HC
6,WL,2540,1,LC
6,WL,717,1,LC
6,WL,2350,1,LC
6,WW,671,1,HC
6,LL,1090,1,HC
6,LL,737,1,HC
6,WL,1290,1,LC
6,WL,1360,1,LC
6,WW,612,1,HC
6,WW,544,1,HC
6,WL,628,1,LC
6,LL,803,1,HC
6,WL,631,1,LC
6,WL,903,1,LC
6,WL,730,1,LC
6,WW,1500,1,HC
6,LL,720,1,HC
6,WL,728,1,LC
6,WW,1100,1,HC
6,WL,1300,1,LC
6,LL,703,1,HC
6,WL,1070,1,LC
6,WL,640,1,LC
6,WW,684,1,HC
6,LL,704,1,HC
6,WW,1000,1,HC
6,WL,561,1,LC
6,LL,625,1,HC
6,WL,728,1,LC
6,WL,560,1,LC
6,WW,1020,1,HC
6,WL,945,1,LC
6,LL,1610,1,HC
6,LL,861,1,HC
6,WL,1340,1,LC
6,WL,1090,1,LC
6,LL,635,0,HC
6,WW,1040,1,HC
6,WL,667,1,LC
6,WL,702,1,LC
6,WL,728,1,LC
6,LL,622,1,HC
6,WW,1450,1,HC
6,WL,773,1,LC
6,WL,981,1,LC
6,WW,987,0,HC
6,LL,1180,0,HC
6,WL,1470,0,LC
6,WW,1260,1,HC
6,WL,837,1,LC
6,WL,2040,0,LC
6,WL,679,0,LC
6,WL,1120,1,LC
6,LL,690,0,HC
6,WW,1280,1,HC
6,LL,754,0,HC
6,WL,979,1,LC
6,WL,918,0,LC
6,WW,697,1,HC
6,WL,786,1,LC
6,WW,661,0,HC
6,WL,918,1,LC
6,LL,1910,1,HC
6,WL,581,1,LC
6,LL,777,1,HC
6,WW,1170,0,HC
6,LL,1020,1,HC
6,WL,1520,1,LC
6,WL,893,1,LC
6,WL,899,1,LC
6,LL,706,0,HC
6,WW,750,0,HC
6,WL,963,1,LC
6,WL,973,1,LC
6,WW,1500,1,HC
6,WL,590,1,LC
6,LL,1090,0,HC
6,WL,955,1,LC
6,WW,642,1,HC
6,WW,1600,1,HC
6,LL,1030,0,HC
6,WL,1580,1,LC
6,WL,891,1,LC
6,WL,803,1,LC
6,WL,1900,1,LC
6,WW,1290,1,HC
6,WL,919,1,LC
6,WW,697,1,HC
6,WL,709,1,LC
6,LL,1810,1,HC
6,WL,736,1,LC
6,LL,1570,1,HC
6,WL,692,1,LC
6,WW,1540,0,HC
6,WL,1910,1,LC
6,LL,1130,1,HC
6,WL,1110,1,LC
6,WL,684,1,LC
6,WL,759,1,LC
6,LL,1370,1,HC
6,WW,1440,0,HC
6,WL,1160,1,LC
6,WW,2420,0,HC
6,LL,1930,1,HC
6,WL,822,1,LC
6,LL,921,1,HC
6,WL,871,1,LC
6,WW,1810,0,HC
6,WL,741,1,LC
6,LL,1300,1,HC
6,WL,1230,1,LC
6,WL,713,1,LC
6,LL,1300,1,HC
6,WW,1380,0,HC
6,WL,664,1,LC
6,LL,1380,1,HC
6,WL,952,0,LC
6,WL,1330,1,LC
6,WL,1020,0,LC
6,WW,680,0,HC
6,WL,922,1,LC
6,WW,874,0,HC
6,WL,612,0,LC
6,LL,701,1,HC
6,WL,1100,0,LC
6,LL,861,1,HC
6,WL,1050,1,LC
6,LL,914,0,HC
6,WW,1780,1,HC
6,WL,1140,1,LC
6,WL,1730,1,LC
6,WW,971,1,HC
6,LL,798,0,HC
6,WL,1020,1,LC
6,WL,649,1,LC
6,WW,1550,0,HC
6,LL,618,0,HC
6,WL,699,1,LC
6,WL,1420,1,LC
6,WL,729,1,LC
6,WL,645,1,LC
6,LL,792,0,HC
6,WW,1320,1,HC
6,WL,1920,0,LC
6,WL,2450,1,LC
6,WW,846,0,HC
6,LL,1030,1,HC
6,LL,559,1,HC
6,WW,777,0,HC
6,WL,705,1,LC
6,WL,619,0,LC
6,WL,576,1,LC
6,WL,594,0,LC
6,WW,763,0,HC
6,LL,499,1,HC
6,WW,652,0,HC
6,WL,580,1,LC
6,WL,517,0,LC
6,LL,514,1,HC
6,WL,2280,0,LC
6,LL,1980,1,HC
6,WL,974,1,LC
6,LL,961,1,HC
6,WL,666,1,LC
6,WL,913,0,LC
6,WW,521,0,HC
6,WL,745,1,LC
6,WL,668,0,LC
6,LL,657,1,HC
6,WW,516,0,HC
6,WL,670,1,LC
6,WL,695,0,LC
6,LL,570,1,HC
6,WW,767,0,HC
6,WL,939,1,LC
6,WW,1300,1,HC
6,LL,1910,1,HC
6,WL,982,1,LC
6,LL,1090,1,HC
6,WL,707,1,LC
6,WL,955,1,LC
6,WW,521,0,HC
6,WL,606,0,LC
6,WW,1090,1,HC
6,LL,2090,1,HC
6,WL,758,1,LC
6,WW,2030,1,HC
6,WL,775,1,LC
6,WL,838,1,LC
6,LL,1660,1,HC
6,WL,1390,1,LC
6,WW,851,1,HC
6,WL,665,1,LC
6,LL,1550,1,HC
6,WW,1450,0,HC
6,WL,914,1,LC
6,WL,691,1,LC
6,LL,1140,1,HC
6,WL,1000,1,LC
6,WW,1240,1,HC
6,WL,577,1,LC
6,LL,1180,1,HC
6,WW,955,1,HC
6,WL,749,1,LC
6,WL,1570,1,LC
6,WL,795,1,LC
6,LL,862,0,HC
6,WW,900,0,HC
6,WW,556,0,HC
6,WL,656,1,LC
6,LL,622,0,HC
6,WL,1240,1,LC
6,LL,640,0,HC
6,WL,1130,1,LC
6,WL,1080,1,LC
6,WW,629,0,HC
6,WL,1080,1,LC
6,LL,614,0,HC
6,WW,570,0,HC
6,WL,781,1,LC
6,LL,1290,1,HC
6,WL,1840,0,LC
6,WL,1560,0,LC
6,WW,793,1,HC
6,WL,1340,1,LC
6,WL,1720,1,LC
6,LL,615,1,HC
6,WL,959,0,LC
6,WL,891,1,LC
6,LL,475,0,HC
6,WW,648,1,HC
6,WL,764,0,LC
6,WL,1150,0,LC
6,LL,680,1,HC
6,WW,811,1,HC
6,WW,1160,1,HC
6,WL,1660,1,LC
6,WL,1450,1,LC
6,LL,2310,0,HC
6,WL,1300,1,LC
6,WL,896,1,LC
6,WW,1250,1,HC
6,LL,803,1,HC
6,WL,743,0,LC
6,WW,598,0,HC
6,WL,938,1,LC
6,LL,1320,0,HC
6,WL,1450,0,LC
6,WW,1640,1,HC
6,WL,921,1,LC
6,WL,1180,0,LC
6,LL,1240,0,HC
6,WW,1490,0,HC
6,WL,1180,0,LC
6,WW,759,0,HC
6,WL,582,1,LC
6,LL,963,0,HC
6,WL,1180,0,LC
6,WL,826,0,LC
6,LL,968,0,HC
6,WW,845,1,HC
6,WL,994,0,LC
6,WW,898,0,HC
6,WL,1170,0,LC
6,LL,1100,0,HC
6,WL,2480,0,LC
6,WL,1350,0,LC
6,WW,1200,1,HC
6,LL,781,1,HC
6,WL,1770,0,LC
6,WL,829,0,LC
6,WW,1500,0,HC
6,WL,1360,0,LC
6,WW,1870,1,HC
6,WL,650,0,LC
6,LL,581,1,HC
6,WW,2020,0,HC
6,LL,789,1,HC
6,WL,528,0,LC
6,WL,1980,0,LC
7,WL,1080,0,LC
7,LL,848,1,HC
7,WL,1210,0,LC
7,WW,1270,1,HC
7,WL,1250,0,LC
7,WW,1180,1,HC
7,WL,1010,0,LC
7,LL,1290,0,HC
7,LL,1910,1,HC
7,WL,1430,0,LC
7,WL,898,1,LC
7,WW,750,0,HC
7,LL,1120,0,HC
7,WL,1160,1,LC
7,WW,1710,0,HC
